text,valence,arousal
故园春物有谁同，地尽天垂杳蔼中。杏火柳烟烧白昼，茶枪笋槊战东风。桥横酒市青帘出，门对鱼矶小艇通。谁信南阳楼上客，翩翩归羽欲飞空。,-0.7620082660082061,-0.4924361474925923
薄宦思归切，天涯秋气深。一番南国梦，千里故园心。历历湖边路，悠悠沙上禽。横枝清绝处，何日复追寻。,-0.8110998682289889,-0.41122588193278303
一席清风游子归，扁舟轻逐浪痕西。浊醪满饮诗情快，尽揽江山入醉题。,-0.813658348981165,-0.4678462253945045
巉岩路尽困泥间，一步犹如百步难。渐见云开天日近，何嫌岁晚雪霜寒。客中野饭身偏健，车上冠尘手屡弹。最是慈亲念游子，久无书信报平安。,-0.7408255333604783,-0.5440953851225958
愁将万里身，来伴看花人。何事独惆怅，故园还又春。,-0.7429264939152417,-0.39049834823350704
东南岩壑窅，游子欲何之？野鸟惊飞疾，溪船逆上迟。放怀须醉酒，对景漫题诗。王谢经行处，萧条似旧时。,-0.7278002223301169,-0.4889030572766295
醉起意不尽，江边寻杜蘅。折来何所寄，游子在西京。一别三春晚，穷年百虑生。日斜空怅望，一水隔盈盈。,-0.7259875265883735,-0.42890920791189646
小园自荣秋，三径满松菊。每逢佳节至，赏花酒盈斛。出游岂在远，已觉隔芳馥。百里望家山，白云常翳目。连年事奔走，舟车疲水陆。游子感飘蓬，美人怨幽独。插花空搔头，餐英亦负腹。胡不趁花开，归言驾白鹿。延年举寿觞，菽水甘于肉。,-0.7164085637478672,-0.42239905628600816
向夕云霞袅袅生，独携酸泪出春城。连陂丛竹高桥暗，十里垂杨大道晴。早晚楼船寒海气，东南形胜怒江声。乡心直与夜潮上，白石青松喻此情。,-0.6770383559069176,-0.5643463836899683
一片宽閒景，波涵万顷天。雁飞秋影外，树倚夕阳边。山色来窗牖，溪声自管弦。何当明月夜，著我钓鱼船。,-0.6309300413552611,-0.1850873280282286
高楼一目尽吴天，抚景题诗独怅然。功业敢誇犹在后，聪明已愧不如前。思乡欲敛江湖迹，避暑期登泰华巅。翘首不堪心事切，迢迢亲舍白云边。,-0.7487638020227838,-0.46877409518635027
去年买菊自扬州，今日花开汝远游。伴我衰年同瘦影，羡他傲骨耐深秋。高风独向篱边寄，游子何堪岭外留。料得南枝梅放早，平安幸慰倚闾愁。,-0.7679532146209946,-0.5262487929645877
节序逢青女，他乡未授衣。颜容愁里改，形影梦中归。此日徒餐菊，何山可采薇。却怜同病者，迢递暮云飞。,-0.6335067859561865,-0.41355879126427575
故人已作山头土，倦客犹鄣陌上尘。十五年间真一梦，又骑羸马涉西津。,-0.7974319297741184,-0.4700847629349455
七十人间世，婺居四十馀。冰霜明妇节，灯火课儿书。堂掩春晖暗，乌啼夜月虚。白头游子泪，和血洒衣裾。,-0.7793103822477149,-0.4495684347550591
日日幽斋里，残书只自摊。筋骸谢客便，乡土定交难。湿酿苔衣厚，寒攻练袷单。悠悠堪自厌，花鸟叹春残。,-0.7398875154098846,-0.33126520488496625
华发思乡去苦迟，人民城郭总成非。九原可作吾谁与，三径就荒胡不归。诗思寂寥无腹稿，病躯憔悴减腰围。有时梦与钟期遇，閒拂枯桐按玉徽。,-0.7477559526825645,-0.5197720295958869
夜夜旄头照海天，辽阳杀气镇相缠。枕戈谁念三军苦，转饷俄腾万灶烟。塞雪近关看破腊，岭梅迎马报新年。相如拥传多光彩，岂羡乘槎到日边。,-0.6969024212257946,-0.10800406231606327
今日春已半，风雨停出游。瓶中海棠花，数酌相献酬。尚想锦官城，花时乐事稠。金鞭过南市，红烛宴西楼。千林誇盛丽，一枝赏纤柔。狂吟恨未工，烂醉死即休。那知茅檐底，白发见花愁。花亦如病姝，掩抑向客羞。尤物终动人，要非桃杏俦。东风万里恨，浩荡不可收。,0.03198766356772914,-0.09757363431859453
三山江上翠崔峨，草绿风烟春气和。天宫缭绕金陵麓，人家映带秦淮河。回廊屈曲通晴雨，驰道流离莹月波。南中富乐风尘少，天下娱游子弟多。悠悠满目经时岁，忽忽盈怀阻啸歌。意气周郎三国尽，文情庾信六朝过。江南丈夫会早夭，春心不饮荡如何。,-0.7923274873002658,-0.4540005699529862
绿阴野色竞相鲜，几度怀君最可怜。一自河梁相隔别，至今鱼雁两茫然。雨馀云树春芳满，月朗关山客梦悬。万里相思情转剧，不堪回首动经年。,-0.7066064855837133,-0.4594815755709017
依人慵作客，结伴且还乡。泺酒无劳劝，山程分外长。离离麰麦熟，细细枣花香。指点停车处，荒林恋夕阳。,-0.7133472933678973,-0.41622714885572176
别离容易合并难，岂料桐江半夕欢。王事朝昏空鞅掌，宦涂荆棘转辛酸。潮回七里滩流急，霜落□山石发寒。寄语故人莫怀抱，庙堂今日重郎官。,-0.7876315803253118,-0.023802113510517572
丘中有隐士，枯槁不可识。渴饮颍川流，饥餐首阳柏。薜荔为衣裳，兰汤沐芳帻。鹿麋戏左右，猿狖相牵媟。朝引洪崖公，暮延浮丘伯。扬袂涉中洲，落英荡桂楫。我愿从之游，飘忽?无迹。伫望立澧浦，飙风起我侧。揽辔回故乡，白日忽西匿。感彼空冥鸿，翻飞振六翮。,-0.7422686251639081,-0.4812534818301408
凭轼日以远，流光日以晚。夜望曷旦鸣，夕待牛羊返。寒风动明烛，疑见游子饭。夜梦续晨愁，九秋成偃蹇。,-0.7300918001916002,-0.44431572241271106
秋色透罗帏，寒芳片片飞。蛩吟生暗壁，萤火度空机。闺月流新照，帘霜换故衣。征鸿与荡子，同去不同归。,-0.7708020223279393,-0.5467398250064361
十年流落向炎州，判与刘伶作醉游。望国孤忠徒自愤，持身直道更何求。浮云往事惊春梦，落日穷途起暮愁。赖有故人相忆在，遍题尺牍海西头。,-0.6375897871303068,-0.44178677868062377
露洗空山白玉台，当年金母御风来。涧边瑶草香难歇，洞里碧桃花自开。雨后苔痕侵旧字，座间山影蘸新醅。去家游子愁千种，白纻轻衫谁与裁。,-0.7033305258463388,-0.4104109266723968
衰髯白尽无添处，病骨癯然欲折时。客抱琴来聊瀹茗，吏封印去又哦诗。山横城上势如压，角动楼头声正悲。零落断鸿书不到，岁残何以慰相思。,-0.7841371465188282,-0.4884615320894289
溯去澄流卷去沙，桨声斜日动伊鸦。芒鞋北壁攀苔石，酒榼南江傍荻花。游子笙箫无定处，居人舴艋以为家。请君莫放今宵月，冉冉谁能驻岁华。,-0.7545152562736729,-0.4217312409208767
平生枉薄邯郸儿，中岁乃作新安客。邓禹何曾解笑人，一身飘泊长镵白。南归休恋故乡鱼，斜日双江秋水隔。妻孥牵衣向我啼，未免忍饥交相谪。,-0.7941452792016123,-0.5759842458081248
慈母堂前月，远照关山程。关山远复远，迢迢晏子城。登城一以望，白云千里横。清辉出云际，知共故乡明。安得平安字，一一月中呈。仰镜慈母颜，俯瞰游子行。朗鉴及发肤，危哉慎亏盈。月近慈母远，悠悠游子情。坐爱床前光，无促晨鸡鸣。,-0.7188905836966072,-0.4748181693986317
山鸟唤愁愁不醒，止堪日日醉津亭。冰泉无赖融云白，石火偏宜照濑青。槎客泛家依桂浦，估船穿陡下湘酃。蘋浮万里真吾事，何用他乡梦杳冥。,-0.7012696239196573,-0.4878327077936213
半生江海上，犹未卜菟裘。今夜雁初过，他乡人正愁。青灯孤枕梦，黄叶一庭秋。何日寻归棹，山阴访子猷。,-0.7939990389307401,-0.47237010455120104
夕阳下山去，缓缓踏春归。欲赋王孙草，恐增游子悲。草亦报春晖，柰何人独非。顾惟苍苍者，弃我竟如遗。霄汉不得上，一枝聊可依。器之真铁汉，谬为世所推。浮云蔽白日，扫除力未衰。誓将缚大帚，为天效一挥。,-0.6777932630317856,-0.453648616294386
六年不见故园花，每到花时只自嗟。多谢故人分国艳，尚怜羁旅惜春华。芳菲仙圃烘初日，冷落书窗照暮霞。谁道无情便无恨，祇应也学我思家。,-0.7543438486806882,-0.5965842102484746
寻师在秋半，忽忽到馀冬。一别榄溪曲，相思荔水踪。荒村围杂树，净室隐深松。犹忆过谈处，微言咒钵龙。,-0.7126695562590523,-0.45444537107555955
为眼不计脚，攀梯受微辛。半天拍阑干，惊倒地上人。风从万里来，老夫方岸巾。荒荒春浮木，浩浩空纳尘。夕阳差万瓦，赤鲤欲动鳞。须臾暮烟合，青鲂映奫沦。万化本日驰，高处觉眼新。借问龛中仙，坐稳今几辰。俗子书满壁，澹然不生嗔。唯有太行山，修供独殷勤。,-0.4592254352273593,-0.031790744778417535
官况凄其懒问津，秋光过却愈思亲。浮云苍狗悲游子，白酒黄鸡愧野人。,-0.6979951538750694,-0.45595863091044936
四壁青灯游子夜，满庭明月异乡秋。山空落叶鸟声寂，天远残星夜气幽。遍地干戈千里梦，半肩行李一身愁。寒衾坐拥眠难稳，门外骊歌催客舟。,-0.8227069654966225,-0.5427007014005732
乐天唐诗杰，子瞻宋文豪。平生宦游事，山水遗清高。何人继芳躅，保障心思劳。坐令百折堤，土木连平皋。虽无百年固，已足千金牢。茫茫荡游子，醉谑空呶呶。,-0.6711316558359594,-0.4412747233252995
寤言凄晦百般投，极目空明一带浮。雨点风声凭客受，山心水意倩谁收。烟帆无数争迟速，游子三春自去留。总为时光来悯默，繁云黯?不胜愁。,-0.7562957891585819,-0.45092994768341615
酒痕和泪点罗衣，掌上纤腰瘦一围。燕子不来犹卧病，半帘红雨送春归。,-0.7903591184357867,-0.481853422630928
一夜清霜满禁林，江皋云树独森森。轻飙入户逢新霁，凉月浮阶送晚阴。万里江湖灯火梦，百年天地岁寒心。故人相望蒹葭外，长听秋声促暮砧。,-0.6753889881434161,-0.09631562275131296
一苇安能纵所如，思乡唯望抵金书。欲知双鬓新添雪，恰切江船握别初。,-0.7001710716526761,-0.4042516854863387
边楼夜笛吹霜月，玉门杨柳边人折。长条短条系相思，故园东风莺啭枝。鸳鸯机上肠应断，绿满天涯人未归。,-0.7361396704051787,-0.5301620231399795
故乡杳何处？相忆路漫漫。皓月当窗出，征人掩泪看。江光千里碧，秋色一楼寒。不作关山客，谁知跋涉难？,-0.7808578589225522,-0.4922118590961018
十年客路叹飘蓬，历尽风霜鬓欲空。睡少半疑茶作祟，愁多全觉酒无功。数蛩厌静鸣秋雨，一叶惊寒落晚风。惆怅故园归未得，草荒篱下菊花丛。,-0.4504969537714155,-0.13719415923674022
忆昨腊月天，北风三尺雪。年老不禁寒，夜长安可彻。赖有青毡帐，风前自张设。复此红火炉，雪中相暖热。如鱼入渊水，似兔藏深穴。婉软蛰鳞苏，温燉冻肌活。方安阴惨夕，遽变阳和节。无奈时候迁，岂是恩情绝。毳?逐日卷，香燎随灰灭。离恨属三春，佳期在十月。但令此身健，不作多时别。,-0.6775725062621445,-0.4240420889010163
一为江路客，三负故园春。水木谁閒主，禽鱼似避人。庭添初植卉，门迓夙来宾。本是栖迟地，翻令意转新。,-0.7356610337444615,-0.4907765956799686
爱客当年旧隐侯，短亭落日更维舟。临岐细草迷吴角，隔岁残梅下陇头。才子最怜黄绶好，酒人偏爱翠眉愁。年来却笑文通老，别赋时时恋旧游。,-0.6920847290993537,-0.46211834211241437
易水长城本旧丘，旌旗西上路悠悠。朝吹出塞羌胡笛，夜坐筹边古戍楼。饮马直从青海上，射雕还过黑山头。玉门关外思归老，定远应辞万户侯。,-0.6810087960128768,-0.44272392852607634
传来凶讣自中州，此地哭君欲白头。风雨几番入梦寐，功名半世属荒丘。五年离别心犹在，一代英豪事已休。空堕两行忧国泪，柩前一洒意无由。,-0.7660232073662192,-0.03666280973477813
姚黄容易雒阳观，吾土姚花洗眼看。一抹胭脂匀作艳，千窠蜀锦合成团。春风应笑香心乱，晓日那伤片影单。好为太平图绝瑞，却愁难下彩毫端。,-0.7771412858520601,-0.430867287050873
三月时将尽，空房妾独居。蛾眉愁自结，鬓发没情梳。,-0.6578264611965902,-0.10994609035961836
天乞幽人一夜凉，故教微雨送斜阳。暝阴笼树山更好，爽气侵人土自香。多病不眠唯药裹，居闲长坐只绳床。五年谬作江湖客，几对鲈鱼忆故乡。,-0.7327328228242174,-0.48697970329385615
故园黄叶满青苔，梦后城头晓角哀。此夜断肠人不见，起行残日影徘徊。,-0.681275852098758,-0.47417154229785446
农丞免官归，门第冷于铁。属国埋边尘，旁观为心折。一朝百僚上，众目仰光洁。贤愚杂平居，高士见错节。君看岩下竹，九曲困岩穴。风雷头角露，歘蔽夏日烈。男儿未盖棺，不用伤歇灭。感物思故人，长吟赖诗杰。,-0.7143712063622726,-0.5266073464689939
鸿雁分飞忽十年，梦回池草益凄然。蕨薇春好先投绂，苜蓿秋深尚拥毡。望重定衔杨震雀，才雄期著祖生鞭。沽钱莫问今多少，永夜相思各一天。,-0.8218018600467505,-0.44506617186308917
下马寻孤垒，登高俯旧城。龙冈盘地险，雉堞与云平。东望沧溟会，西瞻泰岳迎。四山屏乱立，一涧带相萦。十二侔秦郡，膏腴儗汉京。封疆仍晋服，巡狩尚尧名。蔚蔚林皋接，油油禾黍成。断崖苍藓合，绝壁紫烟横。野鹿惊人过，村鸡出树鸣。川陵互变易，冠盖几枯荣。阛阓夷丘陇，人家伴牧耕。霸图何寂寞，凄恻不胜情。,-0.5111700023039779,-0.20800840182973615
画堂红烛照深更，对景相看感至情。秋色正当今夕半，月轮应似故乡明。一樽酩酊忘宾主，四海交游即弟兄。却恐宦途容易别，思君何处可寻盟。,-0.7268840150825694,0.03367204594207361
噩梦魂惊觉又疑，茫茫天道竟如斯。升沈一例丹心在，功过千秋信史知。大有江山助奇气，更无方药问良医。羊昙肠断西州路，多少孤寒雪涕时。,-0.6983213830037428,-0.5260178188415895
扶杖南归日，思乡益旅愁。如何辞蜀道，又复问吴舟。楚水人千里，秋山月一钩。浮生长作客，到处起离忧。,-0.7682934535229462,-0.46681667717523306
坐看初雪转霏微，已觉尖寒到客衣。岁事半于愁里过，乡心全在梦中归。经秋寥落慵开卷，长日萧条静掩扉。却怪故人音信绝，海天空阔雁来稀。,-0.6747969103170229,-0.4199981693819168
老鸦衔纸钱，飞上白杨树。破庐谁氏子，挈榼上冢去。新鬼土作堆，堆平鬼亦故。百年过鼎鼎，孰者非朝露。安知今楼台，不是昔墟墓。十年寒食节，九度他乡路。看到野棠梨，荒山春又暮。,-0.7621529902277588,-0.3745472243544839
故山秋老亲闱冷，游子夜长归梦多。独倚苍茫动幽兴，却惭容易脱渔蓑。,-0.6799751494417438,-0.4328471486444616
驰驱思欲迷，恻恻重悽悽。去国悲游子，怀乡梦故妻。断沟科蚪聚，灌木郭公啼。独有平安字，缄封手自题。,-0.7786678452651178,-0.45077454969443187
作吏才弥健，思乡岁再除。雁迎南陆日，书报楚江鱼。骨肉新愁里，风云旧梦馀。丘园堪我老，那更叹居诸。,-0.6302817700701583,-0.4550678271301185
天涯久别正销魂，忽尔开缄见泪痕。东粤梅花留去客，南朝芳草待王孙。春风八口依京国，夜月千山梦故园。往事伤心君莫问，台城烟柳易黄昏。,-0.8068940265727927,-0.41598601280019565
京陌红尘出郭稀，清江幽竹静相依。拍浮人世浑醒醉，节序他乡有是非。混迹微名惭吏隐，忧时孤剑岂雄飞。江南逐客无消息，一曲离骚易湿衣。,-0.6994802994107797,-0.46794511505606856
一峰突兀大江横，有客登临感慨生。云出终输归岫好，泉流不比在山清。微官已夺当年节，隐士空留万古名。浑似终南旧蹊径，参军枉自负幽情。,-0.785959997621302,-0.5520613695550285
宦游岁月易蹉跎，青镜流光两鬓皤。客梦不知江水远，乡心偏傍雨声多。张衡有咏唯愁在，烛武无能奈老何。为问旧游骢马客，别来谁与共鸣珂。,-0.7583302600296186,-0.5416427032188982
欹枕惊涛白尽头，匆匆残梦堕神州。翻书尚滴儿时泪，去国俄登海上舟。潮落远鸡催晓色，月明南雁集乡愁。春申林际非吾土，回首燕云万里秋。,-0.7951880487535383,-0.45526819803313606
苍然山抱溪，游子意何主。雪残崖下日，风落泉上雨。严陵固莫及，玄英亦堪数。岚静白云深，扁舟过汀渚。,-0.6932041282040086,-0.4949245886378432
独倚江楼思怆然，乡心每与雁争先。吴山楚水隔千里，红叶黄花又一年。自叹微才终后学，敢图清誉继前贤。来书过尔相推许，宁不怀惭祖逖鞭。,-0.6817296562635108,-0.511516044241388
西掖重门掩，幽期赴省郎。清言惟散帙，宴坐但闻香。衣润微沾露，庭寒渐履霜。他乡物华暮，小酌兴何长。,-0.7329112627495618,-0.5257696731529877
锦江烟水星桥渡，惜别愁攀江上树。青青杨柳故乡遥，渺渺征人大荒去。苏武匈奴十九年，谁传书札上林边。北风胡马南枝鸟，肠断当筵蜀国弦。,-0.7831947276706294,-0.4933293604249193
日日冒烟尘，忽忽禁火辰。塞榆关水湿，边草贼回春。岁月伤风迈，疮痍念苦辛。沙中看白骨，肠断故乡人。,-0.7598529268625267,-0.46040450762035334
吾里不识面，他乡喜见君。数朝相款曲，杯酒接慇勤。清挹湘江水，笑开衡岳云。归心逐回雁，转首叹离群。,-0.7767744859264676,-0.4837593355505897
十年踪迹故山违，万里间关客路归。本为看云频趣驾，岂知到日独沾衣。秋风鸿雁行中断，春草池塘梦乍非。宦海飘零吾已倦，况堪衰病酹斜晖。,-0.7972966003021494,-0.4533021159188468
日丽秋霜白，天清野菊黄。亦知甘隐逸，偏得近壶觞。屡折元因醉，斜簪一任狂。乾坤传舍耳，节赏莫思乡。,-0.7854193816756306,-0.40270336699869597
死生有定数，夭寿亦同理。数尽寿而终，远客达乡里。夭逝非其年，如行半途止。半途可奈何，不复保乡梓。田州百粤地，孤庙临漳水。平生所娇爱，乃忍弃置此。我梦无由见，啁啾杂蛮鬼。生人语不通，死悲向谁是？儿兮莫怨归，渠爷在交趾。,-0.6357788986040742,0.02380014437115352
东山娱柱史，群从竹林游。老去攀条惜，情多咏物愁。何堪如此树，无乃不宜秋。露冷三更笛，天涯独客舟。那能怨摇落，重复见风流。世态犹青眼，骚人已白头。感时丝触绪，萦影月当楼。前正诗篇逸，奇姿草圣遒。绮言高落落，波磔偃飕飕。馀荫谁相继，清阴遂莫留。徘徊故园废，惆怅昔贤休。五柳门空在，遗书烂漫收。,-0.3666583861198896,-0.28798974055778404
淮海风流地，狂游记往年。飘零重过此，怀抱总非前。囊橐唯孤剑，妻孥共一船。故乡回首望，烟树渺江天。,-0.7307345139666941,-0.4502372501713085
寸草春晖报未遑，倚闾无计慰高堂。劝君勿似衡阳雁，偏认他乡作故乡。,-0.8201157719029659,-0.494663699749165
相约童稚间，遂成岁寒图。奈何离别多，各自东西隅。我心明月轮，子志青松株。明月千里光，岂为吴越殊。青松四时心，岂为风霜枯。相思不相见，作诗报区区。,-0.6696667094629303,-0.35261588009616057
兴来信步过东陂，最爱村东物象奇。藤杖穿云秋望处，葛衣沾露夜归时。残声凄断蝉移树，孤影荒寒鹊绕枝。自揣今年还得饱，一川新稻已离离。,-0.7847547932453901,-0.4379737098932673
江边疏竹带寒沙，客里开樽感岁华。诗酒故人同海内，风尘诸弟隔天涯。乡心迢递频看月，秋夜分明数到家。几处吹笳戎马后，不闻商女弄琵琶。,-0.7649752538075435,-0.5421285139910331
绿发称生今秃翁，道楼犹自故时雄。伤心十载论交地，极目千峰洒泪中。碧海还生杯底月，青山不断笔头风。通家幸汝诸贤在，惭愧知音负乃公。,-0.7460675985109201,-0.3987849064054023
薄宦羊城二十年，此邦文物乐周旋。他乡又结苔岑谊，永日长牵翰墨缘。唾手功名成竖子，抽身簪组让时贤。当筵慷慨歌当哭，我亦怜君且自怜！,-0.6802322518001468,-0.43543920487538335
阴山吹笛大军行，铁甲冰霜落有声。西上胡沙天渐近，可怜月比故园明。,-0.6909678771116681,-0.5412321016949184
一春心事许谁同，金钥无声柳絮风。怪得枕中黄鸟唤，不知窗外海棠红。,-0.6346919232175794,-0.0891389528158936
松竹亭边扇影凉。芰荷风里茗瓯香。浴波鸂鵣总成双。有限烟花供缱绻，无情日月太奔忙。问渠何事滞他乡。,-0.6667936203924847,-0.4307336277742432
他乡七夕今年好，放眼能穷万里天。白露自零官烛外，银河直下海云边。拂竿不见珊瑚树，登俎真成玳瑁筵。闻道弓衣有人织，兴酣写与布头笺。,-0.6647759869163916,-0.4140812936894549
病骨岩岩怯早衰，月枝三绕寄身危。避风宁望鶢鶋享，出卜频遭偻句欺。烟糁蔽江怀隐伴，雨苗颓垄负耕期。开年几许他乡泪，尽付穷途与素丝。,-0.6949205900657527,-0.3954355073717674
达士心无滞，他乡总是家。问经翻贝叶，论法指莲花。欲契真空义，先开智慧芽。不知飞锡后，何外是恒沙。,-0.784270529563071,-0.49226954001007095
江城秋气早，旭旦坐南闱。落叶惊衰鬓，清霜换旅衣。时来矜早达，事往觉前非。体道徒推理，防身终昧微。故人金华省，肃穆秉天机。谁念江汉广，蹉跎心事违。,-0.5001955378279548,0.09831895925735691
